"Log-ratio"	"p-value"	"minFDR"	"Gene Symbol"	"Gene"	"Measure"	"Description"
2.3770344257354736	1.0745386264863663E-6	6.706389204059354E-5	""	"AT2G30720"	"AT2G30720"	""
2.3751347064971924	5.019219359256877E-6	1.2453507833956945E-4	""	"AT5G20400"	"AT5G20400"	""
2.374415084719658	4.244149517970171E-6	1.1432650060138114E-4	"AtRLP52"	"AT5G25910"	"AT5G25910"	"receptor like protein 52 [Source:TAIR;Acc:AT5G25910]"
2.3694281578063965	6.724664643770046E-6	1.4398460933560836E-4	"ACS"	"AT5G36880"	"AT5G36880"	"Acetyl-coenzyme A synthetase, chloroplastic/glyoxysomal [Source:UniProtKB/Swiss-Prot;Acc:B9DGD6]"
2.3690500259399414	8.858144155862066E-6	1.680022411529833E-4	"NIA1"	"AT1G77760"	"AT1G77760"	"Nitrate reductase [NADH] 1 [Source:UniProtKB/Swiss-Prot;Acc:P11832]"
2.3681259155273438	6.085091200133189E-7	5.739635059664147E-5	"P4H5"	"AT2G17720"	"AT2G17720"	"Prolyl 4-hydroxylase 5 [Source:UniProtKB/Swiss-Prot;Acc:Q24JN5]"
2.3669025897979736	1.1439639232336569E-6	6.906593889673142E-5	"ATL6"	"AT3G05200"	"AT3G05200"	"E3 ubiquitin-protein ligase ATL6 [Source:UniProtKB/Swiss-Prot;Acc:Q8RXX9]"
2.366734504699707	3.1540320272434305E-6	1.0002278421864228E-4	""	"AT5G59700"	"AT5G59700"	""
2.366674542427063	2.539923834558252E-4	0.0013863698925304607	""	"AT2G20142"	"AT2G20142"	""
2.363367199897766	1.9839495207485156E-6	8.359579147882058E-5	"WNK11"	"AT5G55560"	"AT5G55560"	"Probable serine/threonine-protein kinase WNK11 [Source:UniProtKB/Swiss-Prot;Acc:Q6ICW6]"
2.3633506298065186	1.2726350419047644E-4	8.502555827703429E-4	"AZI1"	"AT4G12470"	"AT4G12470"	"pEARLI1-like lipid transfer protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SU35]"
2.361882358789444	2.203807205259086E-4	0.0012553051322481898	"AtRLP20"	"AT2G25440"	"AT2G25440"	"receptor like protein 20 [Source:TAIR;Acc:AT2G25440]"
2.354771614074707	7.455373389112865E-6	1.5241436039595583E-4	"TIFY11B"	"AT1G72450"	"AT1G72450"	"Protein TIFY 11B [Source:UniProtKB/Swiss-Prot;Acc:Q9C9E3]"
2.3544044494628906	9.521407411618724E-6	1.7267999106560674E-4	"CPuORF49"	"AT4G36988"	"AT4G36988"	"conserved peptide upstream open reading frame 49 [Source:TAIR;Acc:AT4G36988]"
2.3544044494628906	9.521407411618724E-6	1.7267999106560674E-4	"HSFB1"	"AT4G36990"	"AT4G36990"	"Heat stress transcription factor B-1 [Source:UniProtKB/Swiss-Prot;Acc:Q96320]"
2.3535483479499817	2.6631629129558444E-6	9.406665267592358E-5	"GLL22"	"AT1G54000"	"AT1G54000"	"GDSL esterase/lipase 22 [Source:UniProtKB/Swiss-Prot;Acc:Q1H583]"
2.3530027866363525	2.3007620177267356E-4	0.0012951224556022444	"CRK36"	"AT4G04490"	"AT4G04490"	"Cysteine-rich receptor-like protein kinase 36 [Source:UniProtKB/Swiss-Prot;Acc:Q9XEC6]"
2.3529999256134033	4.753135865070668E-5	4.418096134776844E-4	"CBP60G"	"AT5G26920"	"AT5G26920"	"Calmodulin-binding protein 60 G [Source:UniProtKB/Swiss-Prot;Acc:F4K2R6]"
2.352926731109619	2.20686343513953E-6	8.702876952562669E-5	""	"AT2G27500"	"AT2G27500"	""
2.350881576538086	6.751035985528735E-6	1.443933068971592E-4	"CAF1-9"	"AT3G44260"	"AT3G44260"	"Probable CCR4-associated factor 1 homolog 9 [Source:UniProtKB/Swiss-Prot;Acc:Q9LXM2]"
2.350321054458618	9.477364227273234E-6	1.7261090790304836E-4	""	"AT1G05340"	"AT1G05340"	""
2.3494622707366943	9.972575259521771E-5	7.205466725347874E-4	"HSP23.5"	"AT5G51440"	"AT5G51440"	"23.5 kDa heat shock protein, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9FGM9]"
2.3484878540039062	1.245556915935137E-6	7.094990275163515E-5	"WRKY15"	"AT2G23320"	"AT2G23320"	"Probable WRKY transcription factor 15 [Source:UniProtKB/Swiss-Prot;Acc:O22176]"
2.347419261932373	2.535880256182224E-5	2.982814605603962E-4	"LBD38"	"AT3G49940"	"AT3G49940"	"LOB domain-containing protein 38 [Source:UniProtKB/Swiss-Prot;Acc:Q9SN23]"
2.342928171157837	5.2881404388945606E-5	4.724966043223252E-4	"POX1"	"AT3G30775"	"AT3G30775"	"Proline dehydrogenase 1, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:P92983]"
2.340456247329712	7.103615118262637E-6	1.4777366191963498E-4	""	"AT5G38200"	"AT5G38200"	""
2.339085102081299	9.594239382312467E-7	6.356427987123192E-5	""	"AT3G08640"	"AT3G08640"	""
2.3388164043426514	1.8096617640375509E-6	8.055422294892735E-5	""	"AT4G30910"	"AT4G30910"	""
2.338341847062111	4.568644389721978E-6	1.1875268096622891E-4	""	"AT2G14290"	"AT2G14290"	""
2.331521987915039	7.6963697407206E-6	1.5487085076692787E-4	""	"AT1G76070"	"AT1G76070"	""
2.3274033069610596	1.211526220919693E-5	1.9659858938465586E-4	"UGT71B6"	"AT3G21780"	"AT3G21780"	"UDP-glycosyltransferase 71B6 [Source:UniProtKB/Swiss-Prot;Acc:Q9LSY6]"
2.3270223140716553	7.381438315609085E-6	1.51834363574717E-4	""	"AT2G16660"	"AT2G16660"	""
2.3267102241516113	6.188687052148863E-7	5.739635059664147E-5	"ATMDAR2"	"AT5G03630"	"AT5G03630"	"Probable monodehydroascorbate reductase, cytoplasmic isoform 4 [Source:UniProtKB/Swiss-Prot;Acc:Q93WJ8]"
2.3252906799316406	7.979779765788198E-6	1.5837415195673623E-4	"TEM1"	"AT1G25560"	"AT1G25560"	"AP2/ERF and B3 domain-containing transcription repressor TEM1 [Source:UniProtKB/Swiss-Prot;Acc:Q9C6M5]"
2.325260639190674	1.6126272177992195E-5	2.3154780260377993E-4	""	"AT5G18400"	"AT5G18400"	""
2.3238816261291504	2.939391918238932E-5	3.277567294084762E-4	"CRK45"	"AT4G11890"	"AT4G11890"	"Cysteine-rich receptor-like protein kinase 45 [Source:UniProtKB/Swiss-Prot;Acc:Q8GY82]"
2.3173036575317383	6.994836789183854E-5	5.650893051552977E-4	"ERF6"	"AT4G17490"	"AT4G17490"	"Ethylene-responsive transcription factor 6 [Source:UniProtKB/Swiss-Prot;Acc:Q8VZ91]"
2.3165390491485596	0.0020964529188149403	0.007363771541443054	"WRKY51"	"AT5G64810"	"AT5G64810"	"Probable WRKY transcription factor 51 [Source:UniProtKB/Swiss-Prot;Acc:Q93WU9]"
2.3087942600250244	4.1188345999649466E-4	0.002004262928951985	"GRXS2"	"AT5G18600"	"AT5G18600"	"Monothiol glutaredoxin-S2 [Source:UniProtKB/Swiss-Prot;Acc:Q8L8Z8]"
2.3039612770080566	1.7347682788421642E-6	7.885042676019541E-5	""	"AT1G55450"	"AT1G55450"	""
2.300790786743164	3.1197444424722154E-6	1.0002278421864228E-4	"RSH2"	"AT3G14050"	"AT3G14050"	"Probable GTP diphosphokinase RSH2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LVJ3]"
2.3004062175750732	5.667878363264441E-5	4.954635642682607E-4	"SAP11"	"AT2G41835"	"AT2G41835"	"Zinc finger AN1 and C2H2 domain-containing stress-associated protein 11 [Source:UniProtKB/Swiss-Prot;Acc:Q8VZ42]"
2.298050731420517	7.749963905871569E-5	6.036160552248281E-4	"ERF12"	"AT1G28360"	"AT1G28360"	"Ethylene-responsive transcription factor 12 [Source:UniProtKB/Swiss-Prot;Acc:Q94ID6]"
2.2945332527160645	6.9110081736251115E-6	1.461551110748775E-4	"ACO2"	"AT1G62380"	"AT1G62380"	"Aconitate hydratase 2, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9SIB9]"
2.2933642864227295	1.1764502975360142E-6	6.952938946318408E-5	""	"AT1G18390"	"AT1G18390"	""
2.2878007888793945	2.5196683499949893E-6	9.151533570735256E-5	"BT4"	"AT5G67480"	"AT5G67480"	"BTB/POZ and TAZ domain-containing protein 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9FJX5]"
2.287445068359375	2.1025727142931865E-5	2.6569598239814887E-4	"SCL13"	"AT4G17230"	"AT4G17230"	"SCARECROW-like 13 [Source:TAIR;Acc:AT4G17230]"
2.28642201423645	3.106751335524526E-6	1.0002278421864228E-4	"SEC1B"	"AT4G12120"	"AT4G12120"	"Protein transport Sec1b [Source:UniProtKB/Swiss-Prot;Acc:Q9SZ77]"
2.284770965576172	6.25995880804472E-6	1.3802569535853668E-4	"ZIFL1"	"AT5G13750"	"AT5G13750"	"Protein ZINC INDUCED FACILITATOR-LIKE 1 [Source:UniProtKB/Swiss-Prot;Acc:Q94BZ1]"
2.2837843894958496	9.997183963745024E-8	4.6398392643253826E-5	"ALDH2C4"	"AT3G24503"	"AT3G24503"	"Aldehyde dehydrogenase family 2 member C4 [Source:UniProtKB/Swiss-Prot;Acc:Q56YU0]"
2.276743471622467	5.873829394457797E-4	0.0026249584415749673	"GLR1.2"	"AT5G48400"	"AT5G48400"	"Glutamate receptor 1.2 [Source:UniProtKB/Swiss-Prot;Acc:Q9LV72]"
2.273253917694092	1.4770676364161617E-4	9.407554443481604E-4	"XTH30"	"AT1G32170"	"AT1G32170"	"Probable xyloglucan endotransglucosylase/hydrolase protein 30 [Source:UniProtKB/Swiss-Prot;Acc:Q38908]"
2.268079996109009	1.2283257066127064E-4	8.304219420055836E-4	""	"AT3G04300"	"AT3G04300"	""
2.265643358230591	4.1186916468752985E-7	5.0465488610095586E-5	""	"AT1G53980"	"AT1G53980"	""
2.265413209795952	6.3184546607593235E-6	1.3863279911874795E-4	""	"AT5G59530"	"AT5G59530"	""
2.2654027938842773	1.2905295722202803E-5	2.045976112288693E-4	""	"AT1G11050"	"AT1G11050"	""
2.263487458229065	8.951442664280318E-5	6.670145883314244E-4	"UGT73B3"	"AT4G34131"	"AT4G34131"	"UDP-glycosyltransferase 73B3 [Source:UniProtKB/Swiss-Prot;Acc:Q8W491]"
2.261924982070923	1.6059501498653057E-4	9.99534494657482E-4	""	"AT5G61610"	"AT5G61610"	""
2.257749244570732	0.001180313884624886	0.004588380725309739	"PER5"	"AT1G14550"	"AT1G14550"	"Peroxidase 5 [Source:UniProtKB/Swiss-Prot;Acc:Q9M9Q9]"
2.2548270225524902	3.2653893075020073E-4	0.0016717248101688338	"PEPR2"	"AT1G17750"	"AT1G17750"	"Leucine-rich repeat receptor-like protein kinase PEPR2 [Source:UniProtKB/Swiss-Prot;Acc:Q9FZ59]"
2.2536805868148804	0.015851951519702694	0.04173458011306414	"MYB90"	"AT1G66390"	"AT1G66390"	"Transcription factor MYB90 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZTC3]"
2.2529175877571106	3.044642880853272E-4	0.0015830337762314493	"FLOT2"	"AT5G25260"	"AT5G25260"	"Flotillin-like protein 2 [Source:UniProtKB/Swiss-Prot;Acc:Q4V3D6]"
2.248746395111084	7.183972389823956E-7	5.896342658771027E-5	"CYP72A8"	"AT3G14620"	"AT3G14620"	"cytochrome P450, family 72, subfamily A, polypeptide 8 [Source:TAIR;Acc:AT3G14620]"
2.2432448863983154	3.667411882061251E-7	5.0465488610095586E-5	""	"AT1G56140"	"AT1G56140"	""
2.242450013756752	0.0038155106824865714	0.012190245682885908	"WVD2"	"AT5G28646"	"AT5G28646"	"Protein WAVE-DAMPENED 2 [Source:UniProtKB/Swiss-Prot;Acc:Q84ZT9]"
2.240344822406769	3.920071733995711E-4	0.0019280966847518683	""	"AT1G36640"	"AT1G36640"	""
2.237912654876709	7.733853955362303E-7	5.978470369539723E-5	"HDT1"	"AT3G44750"	"AT3G44750"	"Histone deacetylase HDT1 [Source:UniProtKB/Swiss-Prot;Acc:Q9FVE6]"
2.2362682819366455	5.3644678968184725E-5	4.7656668548568904E-4	"FD3"	"AT2G27510"	"AT2G27510"	"Ferredoxin-3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9ZQG8]"
2.2332754135131836	3.6301688070543253E-7	5.0465488610095586E-5	""	"AT1G61640"	"AT1G61640"	""
2.233173370361328	2.7997825915061533E-6	9.607699566935199E-5	"PUMP1"	"AT3G54110"	"AT3G54110"	"Mitochondrial uncoupling protein 1 [Source:UniProtKB/Swiss-Prot;Acc:O81845]"
2.2321863900870085	1.0548875930185287E-4	7.501497921928389E-4	""	"AT1G60750"	"AT1G60750"	""
2.2318315505981445	1.2830643322026836E-5	2.0407526160611368E-4	"GLP4"	"AT1G09560"	"AT1G09560"	"Germin-like protein subfamily 2 member 1 [Source:UniProtKB/Swiss-Prot;Acc:P94014]"
2.2313413619995117	6.169600730393687E-8	4.6398392643253826E-5	""	"AT4G25900"	"AT4G25900"	""
2.23089063167572	1.0074427717737901E-5	1.780374301229482E-4	""	"AT3G62590"	"AT3G62590"	""
2.229757785797119	2.809650294734178E-5	3.181099211566537E-4	""	"AT5G65660"	"AT5G65660"	""
2.226275533437729	3.71058971737681E-5	3.784756080567721E-4	""	"AT3G53600"	"AT3G53600"	""
2.22396183013916	6.182053758551788E-7	5.739635059664147E-5	"ALIS1"	"AT3G12740"	"AT3G12740"	"ALA-interacting subunit 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LTW0]"
2.220620632171631	3.30096029069819E-6	1.0175568896108769E-4	"ERD6"	"AT1G08930"	"AT1G08930"	"Sugar transporter ERD6 [Source:UniProtKB/Swiss-Prot;Acc:O04036]"
2.2200824916362762	5.355216510364447E-5	4.7625268154490117E-4	""	"AT2G37980"	"AT2G37980"	""
2.2181553840637207	2.8655860028756936E-6	9.684576305661941E-5	"NAC003"	"AT1G02220"	"AT1G02220"	"NAC domain-containing protein 3 [Source:UniProtKB/Swiss-Prot;Acc:Q5PP28]"
2.217395782470703	6.226047162451696E-8	4.6398392643253826E-5	"AAE3"	"AT3G48990"	"AT3G48990"	"Oxalate--CoA ligase [Source:UniProtKB/Swiss-Prot;Acc:Q9SMT7]"
2.215343952178955	9.675637487410753E-7	6.356427987123192E-5	"ATCOX19-1"	"AT1G66590"	"AT1G66590"	"cytochrome c oxidase 19-1 [Source:TAIR;Acc:AT1G66590]"
2.2116165161132812	1.0051644634940685E-7	4.6398392643253826E-5	""	"AT5G52750"	"AT5G52750"	""
2.2100071907043457	2.232505581712503E-6	8.767062234156505E-5	""	"AT1G33600"	"AT1G33600"	""
2.2082972526550293	8.086331717203471E-6	1.5931045042229052E-4	""	"AT5G19440"	"AT5G19440"	""
2.2077138423919678	6.613247414637228E-7	5.81196410142635E-5	"LECRKS1"	"AT1G15530"	"AT1G15530"	"L-type lectin-domain containing receptor kinase S.1 [Source:UniProtKB/Swiss-Prot;Acc:Q9M9E0]"
2.2075984477996826	1.589624587096568E-7	4.6398392643253826E-5	"COX17-1"	"AT3G15352"	"AT3G15352"	"Cytochrome c oxidase copper chaperone 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LJQ9]"
2.204131841659546	3.360322981537186E-7	5.0465488610095586E-5	"ATL56"	"AT2G18670"	"AT2G18670"	"RING-H2 finger protein ATL56 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZV51]"
2.199161648750305	1.0792919644369615E-4	7.610081703540598E-4	""	"AT5G40460"	"AT5G40460"	""
2.198209762573242	1.0556087877776364E-4	7.505024884812071E-4	"XTH24"	"AT4G30270"	"AT4G30270"	"Xyloglucan endotransglucosylase/hydrolase protein 24 [Source:UniProtKB/Swiss-Prot;Acc:P24806]"
2.197896957397461	0.0016006877568451006	0.00587247804925127	"BG3"	"AT3G57240"	"AT3G57240"	"beta-1,3-glucanase 3 [Source:TAIR;Acc:AT3G57240]"
2.195635974407196	2.8229257063365097E-4	0.0014981422728500002	""	"AT2G28085"	"AT2G28085"	""
2.1949217319488525	3.932450334493857E-7	5.0465488610095586E-5	"NOP5-1"	"AT5G27120"	"AT5G27120"	"Probable nucleolar protein 5-1 [Source:UniProtKB/Swiss-Prot;Acc:O04658]"
2.193563222885132	4.301374548162604E-7	5.1190965738722305E-5	"GG2"	"AT3G22942"	"AT3G22942"	"Guanine nucleotide-binding protein subunit gamma 2 [Source:UniProtKB/Swiss-Prot;Acc:Q93V47]"
2.1929919719696045	0.003472191013945966	0.011257425681817613	"LTL1"	"AT3G04290"	"AT3G04290"	"GDSL esterase/lipase LTL1 [Source:UniProtKB/Swiss-Prot;Acc:Q9M8Y5]"
2.190432071685791	5.869113110012069E-7	5.739635059664147E-5	"OPR1"	"AT1G76680"	"AT1G76680"	"12-oxophytodienoate reductase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q8LAH7]"
2.1899828910827637	5.9560255278683445E-6	1.3501540045248765E-4	"SOT16"	"AT1G74100"	"AT1G74100"	"Cytosolic sulfotransferase 16 [Source:UniProtKB/Swiss-Prot;Acc:Q9C9D0]"
2.1898860931396484	1.8811688918130299E-6	8.126776094765646E-5	""	"AT3G19010"	"AT3G19010"	""
2.188873767852783	1.899656809611176E-5	2.5250556517771803E-4	""	"AT1G13830"	"AT1G13830"	""
2.1886024475097656	2.9342579021548404E-8	4.4738026351729403E-5	"TUFA"	"AT4G02930"	"AT4G02930"	"Elongation factor Tu, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9ZT91]"
2.1870598793029785	3.1579836875253297E-6	1.0003183499943589E-4	"PAT"	"AT2G22250"	"AT2G22250"	"Bifunctional aspartate aminotransferase and glutamate/aspartate-prephenate aminotransferase [Source:UniProtKB/Swiss-Prot;Acc:Q9SIE1]"
2.1856205463409424	1.683181015918553E-5	2.3706103547529138E-4	"CRK29"	"AT4G21410"	"AT4G21410"	"Cysteine-rich receptor-like protein kinase 29 [Source:UniProtKB/Swiss-Prot;Acc:Q8S9L6]"
2.1852743327617645	0.0013289171349258647	0.005044828626923513	""	"AT1G62420"	"AT1G62420"	""
2.1847639083862305	2.4721953738023294E-4	0.0013600952029257886	""	"AT4G34950"	"AT4G34950"	""
2.1847530603408813	5.6112472542547395E-6	1.3091839696655476E-4	"RTFL5"	"AT5G59510"	"AT5G59510"	"ROTUNDIFOLIA like 5 [Source:TAIR;Acc:AT5G59510]"
2.184685230255127	2.0759601407325167E-4	0.0012016192421335705	"BGAL4"	"AT5G56870"	"AT5G56870"	"Beta-galactosidase 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9SCV8]"
2.1840550303459167	3.849907015750199E-7	5.0465488610095586E-5	""	"AT5G28610"	"AT5G28610"	""
2.183469295501709	0.001248984039077414	0.004800449265764321	"PYL5"	"AT5G05440"	"AT5G05440"	"Abscisic acid receptor PYL5 [Source:UniProtKB/Swiss-Prot;Acc:Q9FLB1]"
2.1832324266433716	2.609810603572411E-4	0.0014145530049258857	""	"AT4G19460"	"AT4G19460"	""
2.180750846862793	7.041268140610553E-7	5.8856213416178535E-5	"G6PD2"	"AT5G13110"	"AT5G13110"	"Glucose-6-phosphate 1-dehydrogenase 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9FY99]"
2.175868511199951	2.7957605213726814E-7	5.024655419222419E-5	""	"AT4G36500"	"AT4G36500"	""
2.1754648685455322	5.165613276615422E-6	1.2619775015883851E-4	""	"AT2G30020"	"AT2G30020"	""
2.1737636625766754	1.4241676679645448E-4	9.188294133510653E-4	""	"AT1G30370"	"AT1G30370"	""
2.170271158218384	1.095180301192874E-4	7.686805978232802E-4	"SPL13B"	"AT5G50570"	"AT5G50570"	"Squamosa promoter-binding-like protein 13A [Source:UniProtKB/Swiss-Prot;Acc:B9DI20]"
2.1699635982513428	5.834717031941657E-7	5.739635059664147E-5	""	"AT1G16520"	"AT1G16520"	""
2.1657354831695557	0.00305782939683819	0.010096715119980084	"NAC072"	"AT4G27410"	"AT4G27410"	"NAC domain-containing protein 72 [Source:UniProtKB/Swiss-Prot;Acc:Q93VY3]"
2.165591239929199	2.303237717531975E-5	2.802146420639577E-4	""	"AT4G21865"	"AT4G21865"	""
2.1651248931884766	1.3704296236485342E-6	7.250808605013283E-5	""	"AT4G17070"	"AT4G17070"	""
2.1645169258117676	2.6515682700526735E-5	3.0754684811334926E-4	""	"AT1G07128"	"AT1G07128"	""
2.161935567855835	9.094731279126962E-5	6.748246056877037E-4	"WAKL16"	"AT3G25490"	"AT3G25490"	"Putative wall-associated receptor kinase-like 16 [Source:UniProtKB/Swiss-Prot;Acc:Q9LSV3]"
2.1597557067871094	1.9448741142516E-7	4.800669637718968E-5	"UTR2"	"AT4G23010"	"AT4G23010"	"UDP-galactose/UDP-glucose transporter 2 [Source:UniProtKB/Swiss-Prot;Acc:Q29Q28]"
2.1595873832702637	1.3910471834162219E-6	7.250808605013283E-5	"ATNEK5"	"AT3G20860"	"AT3G20860"	"NIMA-related kinase 5 [Source:TAIR;Acc:AT3G20860]"
2.158796548843384	6.89694956834446E-6	1.4601464451457588E-4	""	"AT4G23680"	"AT4G23680"	""
2.1586413383483887	1.425462107204917E-5	2.166013397099382E-4	"APR1"	"AT4G04610"	"AT4G04610"	"5'-adenylylsulfate reductase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P92979]"
2.15789532661438	3.649016322231978E-4	0.0018279640845721018	"AHB1"	"AT2G16060"	"AT2G16060"	"Non-symbiotic hemoglobin 1 [Source:UniProtKB/Swiss-Prot;Acc:O24520]"
2.152524471282959	5.404878519315907E-5	4.787527030812439E-4	""	"AT5G53750"	"AT5G53750"	""
2.152391195297241	1.244565716253444E-6	7.094990275163515E-5	"NDA2"	"AT2G29990"	"AT2G29990"	"Internal alternative NAD(P)H-ubiquinone oxidoreductase A2, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:O80874]"
2.152323544025421	3.209384222375081E-5	3.4570716207444274E-4	"CBSX5"	"AT4G27460"	"AT4G27460"	"CBS domain-containing protein CBSX5 [Source:UniProtKB/Swiss-Prot;Acc:Q84WQ5]"
2.150971233844757	2.479438491814411E-6	9.063492292527975E-5	""	"AT2G34360"	"AT2G34360"	""
2.1479039192199707	3.603646665843976E-4	0.0018100083536828405	"PER34"	"AT3G49120"	"AT3G49120"	"Peroxidase 34 [Source:UniProtKB/Swiss-Prot;Acc:Q9SMU8]"
2.147752285003662	5.474401258725236E-6	1.2892118243427637E-4	""	"AT3G56200"	"AT3G56200"	""
2.142341375350952	8.530756515382681E-7	6.206777278648408E-5	"ABCC11"	"AT1G30420"	"AT1G30420"	"ABC transporter C family member 11 [Source:UniProtKB/Swiss-Prot;Acc:Q9C8H1]"
2.139998435974121	9.417084570483798E-7	6.342615255968953E-5	"BZIP60"	"AT1G42990"	"AT1G42990"	"bZIP transcription factor 60 [Source:UniProtKB/Swiss-Prot;Acc:Q9C7S0]"
2.136756718158722	8.840995187172156E-4	0.003623720573458029	"CKX5"	"AT1G75450"	"AT1G75450"	"Cytokinin dehydrogenase 5 [Source:UniProtKB/Swiss-Prot;Acc:Q67YU0]"
2.132053852081299	2.778944197457863E-6	9.607694252829426E-5	"CYP71B23"	"AT3G26210"	"AT3G26210"	"Cytochrome P450 71B23 [Source:UniProtKB/Swiss-Prot;Acc:Q9LTM0]"
2.1314303874969482	0.0018582220805166707	0.006650363482875847	"TIFY11A"	"AT1G17380"	"AT1G17380"	"Protein TIFY 11A [Source:UniProtKB/Swiss-Prot;Acc:Q9LDU5]"
2.1309149265289307	5.5434783488996305E-6	1.299156760115133E-4	""	"AT1G15430"	"AT1G15430"	""
2.130415827035904	2.732366293274135E-4	0.0014654859486685013	"CLE14"	"AT1G63245"	"AT1G63245"	"CLAVATA3/ESR (CLE)-related protein 2 [Source:UniProtKB/Swiss-Prot;Acc:Q3ECJ5]"
2.129568338394165	4.997230441757796E-7	5.4136240202018125E-5	"GLIP3"	"AT1G53990"	"AT1G53990"	"GDSL esterase/lipase 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9SYF5]"
2.1292864084243774	2.9338793062426862E-5	3.2752314948718606E-4	"NPR2"	"AT4G26120"	"AT4G26120"	"Regulatory protein NPR2 [Source:UniProtKB/Swiss-Prot;Acc:Q9SZI3]"
2.1289786100387573	7.071463342447486E-4	0.0030319399505967263	""	"AT4G26960"	"AT4G26960"	""
2.1269218921661377	8.507532241493976E-7	6.206777278648408E-5	""	"AT4G30390"	"AT4G30390"	""
2.126794457435608	5.724448192958002E-4	0.0025708327106999935	"ZAT7"	"AT3G46090"	"AT3G46090"	"Zinc finger protein ZAT7 [Source:UniProtKB/Swiss-Prot;Acc:Q42453]"
2.126414179801941	3.520996324276869E-6	1.0554324160803646E-4	""	"AT5G57480"	"AT5G57480"	""
2.126014232635498	2.0733190800394794E-5	2.6359867113374887E-4	"ECT9"	"AT1G27960"	"AT1G27960"	"evolutionarily conserved C-terminal region 9 [Source:TAIR;Acc:AT1G27960]"
2.123025417327881	5.848288195562991E-6	1.3366427128994892E-4	"PAT1"	"AT5G17990"	"AT5G17990"	"Anthranilate phosphoribosyltransferase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q02166]"
2.1186410784721375	0.004303215419980885	0.01348214060173214	"ARGOS"	"AT3G59900"	"AT3G59900"	"Protein AUXIN-REGULATED GENE INVOLVED IN ORGAN SIZE [Source:UniProtKB/Swiss-Prot;Acc:Q6NMD6]"
2.118342399597168	2.686795791024173E-6	9.434362080537251E-5	""	"AT3G50900"	"AT3G50900"	""
2.118309736251831	3.006847625563417E-4	0.0015702721324946448	""	"AT4G29780"	"AT4G29780"	""
2.1146645545959473	3.7252416555962057E-6	1.0817103932705912E-4	"PLDGAMMA1"	"AT4G11850"	"AT4G11850"	"Phospholipase D gamma 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9T053]"
2.112154245376587	8.852412021004956E-8	4.6398392643253826E-5	"MO1"	"AT4G15760"	"AT4G15760"	"monooxygenase 1 [Source:TAIR;Acc:AT4G15760]"
2.109585762023926	1.6896227825357862E-5	2.3706652624185264E-4	"ADT4"	"AT3G44720"	"AT3G44720"	"Arogenate dehydratase 4, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O22241]"
2.1091228723526	3.351178983044051E-5	3.5485013426112775E-4	""	"AT3G46280"	"AT3G46280"	""
2.106333017349243	9.98715529248189E-4	0.004006765901894703	""	"AT2G40113"	"AT2G40113"	""
2.1021315455436707	1.748704104936337E-4	0.0010619667235722927	"ORP1A"	"AT2G31020"	"AT2G31020"	"Oxysterol-binding protein-related protein 1A [Source:UniProtKB/Swiss-Prot;Acc:O80866]"
2.0985618233680725	5.028742248332087E-5	4.5882627198511435E-4	"ORC6"	"AT1G26840"	"AT1G26840"	"Origin of replication complex subunit 6 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZVH3]"
2.097975730895996	4.869931046267268E-7	5.4093570751588066E-5	"FKBP53"	"AT4G25340"	"AT4G25340"	"Peptidyl-prolyl cis-trans isomerase FKBP53 [Source:UniProtKB/Swiss-Prot;Acc:Q93ZG9]"
2.097826823592186	1.2924140886612153E-4	8.589540948874004E-4	""	"AT2G31345"	"AT2G31345"	""
2.097790241241455	5.057251850727552E-6	1.2492424271445086E-4	"CYP84A1"	"AT4G36220"	"AT4G36220"	"Cytochrome P450 84A1 [Source:UniProtKB/Swiss-Prot;Acc:Q42600]"
2.095757246017456	1.357077462158917E-5	2.1036537010895827E-4	""	"AT1G77660"	"AT1G77660"	""
2.0947870016098022	1.7913794690127582E-4	0.001079850543522289	""	"AT5G42830"	"AT5G42830"	""
2.0915489196777344	3.903187253292389E-6	1.0969656986186686E-4	""	"AT5G03380"	"AT5G03380"	""
